tweet_num,manual_tag,text,time_period
4295,n,This is a classic example of confusing the legalization of marijuana with the *invention* of marijuana. https://t.co/pkjNmZNdvN,5
4296,n,"All eyes on Canada ahead of #cannabis #legalization #cdnpoli #polqc #polmtl Suddenly patients will find their medicine packaged like ""rat poison"" with warning labels. https://t.co/n9o26rfnyf",6
4297,n,MT <at>WebMD: Besides #marijuana  legal meds are the most abused #drugs in the U.S. See top 10. https://t.co/YKt25y6eBw <at>DoctorsOfBC <at>RCC_bc,1
4298,n,A reckoning on Blacks and marijuana is a long time coming writes <at>ShreeParadkar https://t.co/wrPAeErvjw via <at>torontostar #Marijuana,5
4299,n,Sessions nixes Obama-era rules leaving states alone that legalize pot #cannabis #marijuana <at>DrShaneMorris https://t.co/M3bJSlANgn,5
4300,n,Jane Philpott defends pot legalization | The London Free Press https://t.co/HlECHtUC6I https://t.co/RXuKuVbwxC,3
4301,n,This would sure help with Justin's infrastructure spending ! https://t.co/ZuwZqdv1nP,1
4302,n,police want CDN govt to delay marijuana legalization https://t.co/m9mrGIH0gx (what did they do when prohibition of alcohol ended?),4
4303,n,4/20 has become more of a political movement than a celebration day of marijuana. Today let's support people's legal right to use it.,2
4304,n,"Legal cannabis could be the most Trumpian policy of all time. Creating jobs and taking money from ""bad hombres"" at the same time? https://t.co/NZTCj9DmBa",5
4305,n,<at>Trey_Valeska <at>Aza_Roth <at>HillaryLostMe <at>donnabrazile yes and he decided to legalize weed now for the whole country in 2017,3
4306,n,5 400 homeless in Toronto alone used emergency shelters last night due to the weather  but  keep bringing in refugees and pushing legalization of marijuana. #FuckTrudeau #Priorities,5
4307,n,Snoop Dogg VS Toronto Maple Leafs Legal Battle Over U.S. Trademark Application https://t.co/Pw4lPnX2uS https://t.co/deRjFjENjU,2
4308,n,Psychology of legal #cannabis the most important consideration; we've had prohibition of the 1930's. Huge cultural shift. <at>DalChancellor,4
4309,n,"<at>420freemarket <at>TheSpecialist4 It's cute that you keep referring to it as ""selling flowers."" I think Cannabis should absolutely be legal and available to people  but there is enough evidence of cognitive impairment from early use to regulate sales.",5
4310,n,The Bill has passed in Canada :Canada:. Cannabis is now legal. :smiling_face_with_sunglasses: https://t.co/8P0WgW4g0E #cannabis #CannabisCommunity #Sudbury #canada420 #cannabiscanada #legalized.,5
4311,n,<at>ethannadelmann notes one concern with #Canadian #cannabis #legalization is exclusion of current growers and suppliers. Experience from US shows black market will continue so better to bring growers / suppliers into the new regime #IHSP2018,6
4312,n,Sarnia's police chief agrees more time is necessary to prepare for new marijuana legislation next summer. https://t.co/QCPOTQSIt9 https://t.co/jmxWp6EfuV,4
4313,n,<at>Bolillo_SCZ <at>KurtSchlichter Sessions already said that Congress can change the law. If you want legal pot in the US  hit up your law dealing congressmen and senators. #simple,5
4314,n,BC mayors have answers about marijuana legalization. <at>MayorofDelta Lois Jackson joins us next on <at>CKNW,4
4315,n,<at>Thom44810402 <at>45isMyGuy NO  YOU CAN RAISE THE LEGAL AGE FOR ALCOHOL  GUNS  BUYING A CAR  CANNABIS  TOBACCO AND VOTING TO 21......IF THEY'RE IN THE MILITARY  THEY'RE CLOSELY SUPERVISED.,5
4316,n,Looking forward to my third Senate committee appearance this morning  this time with the Committee on Aboriginal Peoples. Engaging Indigenous peoples is central to our plan to legalize and regulate cannabis. #SenCA #cannabis,6
4317,n,Trump taps VA health chief Shulkin to be secretary https://t.co/TbnjWfyNfP #cannabis friendly #Shulkin federal #legalization outlook better,3
4318,n,In the US  biggest opp to legal marijuana is Big Pharma. Wouldn't be surprised to detect their lobbyists' spoor infesting Ottawa.,2
4319,n,The provincial government is finally ready to hear from British Columbians about #cannabis legalization. #bcpoli https://t.co/z6rwbg40Cq,4
4320,n,<at>WeirDoug <at>picardonhealth Intersting and possibly correct  but it seems to me the medical uses for cannabis surpass those for alcohol  and it will continue to be prescribed even when legal.,5
4321,n,'Long path to legalization': Marijuana companies not convinced of legal recreational market by 2018 https://t.co/HD3GXZIx06,3
4322,n,Medical cannabis patients urged not to self-medicate when recreational marijuana is legal https://t.co/ozmwssJMom,4
4323,n,"See .<at>ruthmkb for an RT re Minister of Health <at>janephilpott saying ""'World is going to be looking to Canada' on pot legalization""",1
4324,n,Are you pleased marijuana will be made legal on July 1  2018? Answer TALKbackMTL at https://t.co/Z887KDZ0eZ,3
4325,n,https://t.co/cINBsEVqjS Federal marijuana legislation to be introduced in spring 2017  Health minister Philpott says https://t.co/1uhXRykSaR,2
4326,n,Synthetic #cannabis deaths spike in New Zealand  igniting #legalization debate. https://t.co/qifvXfsPp1,6
4327,n,Trudeau wanting to legalize pot is the only reason my dad calls him a twat,1
4328,n,"The Alberta Association of Chiefs of Police issued this letter to Albertans about cannabis legislation. Concerns over the ""aggressive timelines"" for legalization. https://t.co/LjajX96YzZ",5
4329,n,Canadian Pot Smokers Deserve An Apology https://t.co/OYmdZ4iS9U via <at>HuffPostCaLiv,1
4330,n,The Trudeau government will legalize recreational pot by Canada Day  2018: report https://t.co/rURaLcfqZL,3
4331,n,It's great news that cannabis will be legal in Canada in 1 yr or so. The mad news is they will keep arresting/caging in the meantime.,2
4332,n,Children and Youth at risk after Marijuana legalization https://t.co/G3uTLNKny8,5
4333,n,With 82 days till legalization  Ontario pot sales will only be online to start: experts  via <at>Cain: https://t.co/3rj8I3U0hN,6
4334,n,Legal pot: Winnipeggers know it's coming  more concerned with sales  taxation issues https://t.co/iimWmTgL1m,4
4335,n,<at>realDonaldTrump Mr. President  as a savvy business man  federally legalize marijuana to alleviate much suffering people with chronic illness & pain have  help Vets with PTSD. Huge taxes collected will help MAGA  reduce crime  less legal $  jailed prisoners:thinking_face:,6
4336,n,<at>_Steam_Powered_ <at>CBCNews There are two issues  one is legal medical pot and the second is pot stores opening willy nilly 4 rec pot. Clear:smiling_face_with_sunglasses:,2
4337,n,Legalize weed around the world #MakePeaceIn5Words,1
4338,n,The most important reason to legalize pot is so I don't have to be scared when I hear sirens in rap songs anymore,1
4339,n,#cannabis #legalization has a long way to go when top #tourism and #government officials can't help but make sideways cracks and jokes; it shows the people responsible for implementation do not support it. Unacceptable. #bcpoli #cdnpoli #marijuana #bctiac <at>TIABC_CA,5
4340,n,First Nations in B.C. hope that the legalization of cannabis can bring economic development and opportunity to their communities https://t.co/BP4cfO5VNT <at>StartUpCanada <at>TEDTalks <at>CNBCnow <at>GovCanHealth <at>fnha <at>TEDMED <at>yukongov #bchc #cdnhealth #MentalHealthAwareness #hcsm https://t.co/xAUON196KV,5
4341,n,If #BillBlair is going to be our cannabis legalization tzar  the fascist needs to at least smoke some. Even if he has a 'bad trip'.,1
4342,n,Made a new #weed bottle to store my #marijuana . I figured since it was legal soon I should class it up a bit https://t.co/Nrd6kdVaVT,2
4343,n,I can't wait for weed to be legal so I can finally do heroin. That's how it works remember. We all move down one in the illegal drug line.,5
4344,n,Use cash: Your legal pot buying data could get you banned from the U.S.  lawyers warn https://t.co/togpZwL2Sb,6
4345,n,<at>much_insane Germany legalises cannabis for medicinal purposes (Reuters)// this might help lower any anger issues.. 2nd hand smoking (legal),3
4346,n,"<at>nppolitics No way legal #pot generates $5B. Gov't cost can't exceed ""black market"" cost. PS employee costs will eat into revenue. #CdnPoli",1
4347,n,<at>kniggz <at>HeadfoodTHC <at>MarcScottEmery <at>LeaflyD It's possible to support legal sellers and oppose cannabis arrests. You don't have to be anti-LP to believe that prohibition is wrong.,5
4348,n,Drug-impaired driving tops Cape Breton police chief's list of legal pot concerns https://t.co/vvOcKWo4GT one good 1st step: homegrown police training for Drug Recognition Experts  now only available in US! Who knew?,5
4349,n,Good thing weed becoming legal in more states. I'd need to get faded as fuck if I was there #ElectionNight,3
4350,n,If you think Trudeau was elected on the sole promise of legalization on marijuana then you are being naive,1
4351,n,With legalization of marijuana and recent CCCB statement Priests and Teachers should be going back to this work from the Pontifical Council for Health Pastoral Care on the Church's position on drug use. https://t.co/nlip0w8ViM,6
4352,n,"<at>LeonaAlleslev Hi Leona. I would have left because Justin Trudeau isn't a good leader. He was in New York today. Canada signed an agreement with U.S. on the ""War on drugs"" This  when we're about to bring legalization of cannabis. How serious is Canada in this agreement. It",6
4353,n,One of our fave broadcasters <at>piya reporting in our favourite topic: Podcast #2: Legal Weed https://t.co/kk5JUbn4nr,2
4354,n,As a moderate-persistent asthmatic  not crazy about possible legalization of medicinal pot in restaurants  theatres.,1
4355,n,"https://t.co/OcZgIzVeLB This is just too funneh...Trudeau wants to legalize ""brain damage shit""",1
4356,n,"All these stoners are out here smoking weed on snapchat and think it's legal since they put the ""Canada legalizes weed"" filter on it",6
4357,n,From this day the Marijuana is legal in Canada !!! Its gonna be happyland :face_with_tears_of_joy::face_with_tears_of_joy:,1
4358,n,<at>THEMMEXCHANGE but not like goddam the legal marijuana pusher man...he's just in favour of it...ok...glad I could help,1
4359,n,v <at>CastanetNews #Marijuana helps #Okanagan Toddler: https://t.co/6HoFHE7PtN <at>UBCmedicine <at>ubcspph <at>HealthCanada <at>janephilpott #Legalize,1
4360,n,There are more concerning matters such as privatization of reserve lands but instead we focus on legalization of cannabis!!,6
4361,n,And I finally knew why it's called BEAUTIFUL British Columbia .. It's the only region in Canada where Marijuana is legal xD xD xD,1
4362,n,Christmas tree aromas out of the can. Dank treatment from the Simcoe DH addition. Creamy weed bomb...good thing legalization is happening - Drinking a M-43 N.E. India Pale Ale (2018) by <at>Oldnationbrew <at> HAMILTON HOMESTEAD — https://t.co/RcggCWOvFQ #photo,6
4363,n,Can not wait for the stigma around pot smoking moms to be broken down! When will the laws finally be passed and marijuana is legal for all! Even being a medical user I still get judged by many.... Time for thing's to change.,5
4364,n,Awesome job <at>beleavecanada. Super talented grow team! #ACMPR #Cannabis #Legalization https://t.co/Nb6DO7wjy8,4
4365,n,<at>TorontoStar Something in between. The existing stores that are marijuana based should've been allowed to continue in a now legal situation.,5
4366,n,What #Canada could learn from #Colorado's pot legalization experience: challenges 'not insurmountable' |https://t.co/FNCo8uYLSY| #cdnpoli,1
4367,n,Alberta government public consultation begins today with an online survey yeg ableg https://t.co/o74fVc4zbu,4
4368,n,Good round up of the progress being made in #Canada to legalize recreational marijuana use. Gives info on each province. Edibles may be legal 1 year after summer 2018 legalization. https://t.co/s40YN0E2JI,5
4369,n,Don't forget promise to legalize pot biggest plank in promises. https://t.co/0bqBAyQuHv,3
4370,n,<at>CrystalPicard All of the above and then some  no doubt. Canada's new PM  Justin Trudeau is soon to legalize pot  so time will tell!,1
4371,n,<at>trinafraser Constant underestimation of the appetite for legal cannabis. It's as if segments of the straight world just can't wrap their heads around the fact that people really like it. I suspect shortages will be the norm for the first few months at least.,5
4372,n,The legalization of cannabis  it's not an event  it's a process  and today's draft regulations may get more specific  says Health Minister Ginette Petitpas-Taylor. Says THC stop sign was focus group-tested. #wfp https://t.co/9uS1TGZPLA,5
4373,n,I wish I had bought some Canadian weed stock. Prices are skyrocketing as legalization looms: But should you invest? https://t.co/gEYb3wcVVm,6
4374,n,Canada to legalize marijuana +stop bombing ISIS  probably in that order. Then it will give marijuana to ISIS to complete its foreign policy.,1
4375,n,Is Ontario privatizing pot sales? Massive #cdnecon implications if yes. We've got 80 days left before legalization! Ontario rec cannabis sales are projected to do $1B+/yr And *this* was how far <at>fordnation staff went to keep <at>BNNBloomberg from making the Premier answer live. https://t.co/T1cwemvDRc,6
4376,n,<at>davidfrum Plus cannabis is legal here federally Oct 17,6
4377,n,<at>globalnews One thing for sure  pot industry taxes will always be high:face_with_tears_of_joy: #Canada #legalization #pot #taxes #stoned,3
4378,n,Loving My New Healthy Portable Vaporizer better for the Lungs and Heart! Staying on top of Pain Management just got a lot easier! Just in time as Cannabis becomes legal too!... https://t.co/jJWfd6tjCP,6
4379,n,<at>ThatKevinSmith <at>JayMewes <at>stgpresents <at>ThatKevinSmith since it's 4/20 I have a weed question. I've never tried it before. Apparently it'll be legal in Canada soon. I'm conflicted...should I try it? Also I have a bit of anxiety type stuff - would it help or hurt?,6
4380,n,If it is then I have wholly a uneducated theory about criminal groups bracing for marijuana legalization by consolidating power.,2
4381,n,The stinking hypocrisy over pot finally ending: Opinion https://t.co/4e6CSdSIC1,3
4382,n,It was my pleasure. It was great to hear about recent developments on the legalization of cannabis in Canada https://t.co/qtV13slHKF,5
4383,n,<at>OhSheri1 <at>mustangmadd <at>lisa_m_228 <at>RequiredOpinion Why not talk to law enforcement - or better yet  research their comments on the effects of marijuana legalization - before commenting? There's lots of material out there  I promise.,5
4384,n,Looks like Canada will have adult-use #cannabis in place at federal level long before the United States. https://t.co/1upDhS9phT,1
4385,n,"Did I say 'completely'? I meant  til I needed the money. The approach to marjiuana as therapy represents a shift in attitudes for both men. As recently as 2015  #Fantino tweeted he was ""completely opposed"" to marijuana legalization  which he called an ""irresponsible policy"".",5
4386,n,<at>Rustifox1 <at>JustinTrudeau <at>grayhamilton <at>nationalpost yep legalize that weed and control those guns or we will have stoned ppl with guns.,1
4387,n,Recap | NAM — Narcotics overdoses going down in states where marijuana is legal - Numerous studies have shown an... https://t.co/8RSo1QZKi2,5
4388,n,We'll all pay  somehow  for the mess that's coming. The CBC's Neil MacDonald offers a strong critique of the plan to legalize pot. https://t.co/HklQXnlLY6,6
4389,n,Not Woodstock weed: How today's marijuana has changed https://t.co/NDmEr3CpVv,3
4390,n,Something I've been contemplating with legalization of pot. What happens to the dealers? Do they cut prices and try and compete? Shift to peddling harder stuff? Give up a life of crime and open a legal pot shop?,5
4391,n,Here's Why New Jersey Could Be the Next State to Legalize Weed <at>alternet https://t.co/D5RuVuQ3hK https://t.co/NCR8a8ASW1,6
4392,n,I will not consider cannabis legal until it's on the Canadian food guide,5
4393,n,<at>hockeychelsia <at>HRPSRID <at>HaltonPolice OR pot for that matter. ..soon this won't be relevant since half of the items are/will be legal,2
4394,n,Businesses are keen to invest in #legal  medical #cannabis https://t.co/gdv43xa6mv,1
4395,n,I'm talking marijuana legalization on <at>CBCCrosstalk w/ <at>RamonaDearing <at>KickerMikeMoore & <at>BirdBonesJones Weds 12-1pm #nlpoli #cdnpoli #cbcnl https://t.co/x1osUWUhyH,3
4396,n,Let's elevate the dialogue on rural crime & legal cannabis in #ableg. Hyperbolizing the effects of cannabis or blaming the NDP for a decision from the Speaker doesn't serve Albertans. Holding them to act on public safety & not moving the debate forward does. #cdnpoli #yeg #yyc,5
4397,n,<at>daynakurtz <at>Brasilmagic We don't invade we politely invite you did I mention weed legal coast to coast in a few months,5
4398,n,<at>PFTompkins Weed is legal in cali so everyone should get baked and there should be no prewritten speeches. That would be unpredictable.,5
4399,n,Rand Paul says on Daily Show last night that he would legalize marijuana https://t.co/tJyYpQJXDy,1
4400,n,Surprised? Despite legalization  teen pot problems — and teen use — are on decline: https://t.co/n9eD7d701E via <at>cannabist,2
4401,n,Lol I'm now a legal cannabis patient in Canada,2
4402,n,<at>DavidCornDC They are really pushing that legalize pot theme,2
4403,n,Alberta MLA says marijuana legalization could lead to communist revolution https://t.co/PzQkHYj4f3,5
4404,n,With mths to go b4 #C45 becomes law  losing health minister to another portfolio may hamper progress of #cannabis #legalization. Thoughts?,4
4405,n,:white_medium_star:_Into the weeds: Premiers discuss details surrounding cannabis legalization :fleur-de-lis::Canada::white_heavy_check_mark::women's_room: #cdnpoli #polqc #cannabis :white_heavy_check_mark: https://t.co/lSBv4I0kip,4
4406,n,Trudeau: Yeah I'm gonna legalize weed  but I need the provinces to come up with individual plans first so I can use their plans for mine,5
4407,n,Apr 25: M Word: Exploring Perspectives on the Legalization of Marijuana and Safe Schools  #Vancouver Conference https://t.co/PCHt09iUHv,1
4408,n,Cannabis legalization is the gay marriage of drug policy.,5
4409,n,"CALLING ALL ""Craft cannabis producers"" we have en event called ""Going Legal"" with <at>qnp next week! Join us at <at>LiffordON in Toronto! Tickets and more info below! :green_heart::Canada: #WomenGrowTO #WomenInBiz <at>womengrow https://t.co/1MmxClEN4V",5
4410,n,<at>PnPCBC <at>RalphGoodale That is nonsense it is all about the mighty dollar- so it was difficult to invest in the trafficking of pot so legalize and make $; what is next harder drugs— give me a break they sit there in the senate and say to protect our kids Really!?!?!??,5
4411,n,<at>boehmerB OMG! <at>Alberta_UCP 's <at>RonOrrMLA was right! Legal cannabis leads to communism! #ableg,5
4412,n,Pot task force recommends legal cannabis sales be limited to users over 18 https://t.co/yWdj57NgNO,3
4413,n,<at>Kathleen_Wynne Now you are trying to entice seniors votes with the promise of free drugs just like Jester Trudeau did with the legalization of Marijuana. Nice try!,5
4414,n,<at>globepolitics 1st priority  to make weed legal! One question his rush  is <at>JustinTrudeau or mom using ? Pundits believe wants the tax !!,1
4415,n,Yes to marijuana legalization. No to the pre-legalization free-for-all /via <at>globeandmail https://t.co/dojmZ87Dv9,2
4416,n,<at>simbris Don't forget #weed. It will be legal by spring  2017 in Canada. So we can get high but at least in the US can't quit smoking.,3
4417,n,* <at>Global_Montreal No  but I am in favor of the full legalization of #marijuana for those who do smoke it  especially for medical purposes.,3
4418,n,Are Young Pot Dealers Behind the Latest Surrey Shooting Spree? https://t.co/cBrZWC46H2 via <at>vicecanada,2
4419,n,high on legal marijuana:cigarette: <at>halsey <at> Phoenix Concert Theatre https://t.co/tgNORcf1ZS,1
4420,n,FRTWNTY + RNMKR Excited to discuss my passion for cannabis an excitement for what legalization can mean for Canadians :Canada::goat: $FIRE https://t.co/zEJlq8fUr2,6
4421,n,I don't know how people in Vancouver still overdose on other drugs. Dude  there's a potshop every three blocks where you can buy LEGAL WEED!,3
4422,n,Question for law students: when pot is legal in Canada  can employers simply refuse to hire or fire pot smokers? #LawofWork https://t.co/b2UpKycXaF,4
4423,n,<at>janetdirks Oh ignorance :face_with_rolling_eyes: Someone should let him know that people are already driving after consuming cannabis. Legalization won't lead to an increase.,4
4424,n,<at>TorontoStar Both are wrong.pot must not be legalize first place. If PM to legalize stupid thing then only must be sold in Govt stores & all pharmacies not only Shoppers drug mart. Where this country going? Crimes   sins killing insulting women kids. 50 yrs ago CANADA :Canada: was the best.:rose::thumbs_up:,5
4425,n,All you stupid fucking idiots who voted for Trudeau for him to legalize marijuana thank u for that,1
4426,n,MWUSCA - Will legal marijuana be the newest vice to 'stay in Vegas'? - Nevada already has legal brothels ... https://t.co/F7O7MB7Jo4,3
4427,n,<at>RosieBarton #WomenInScience #pnpcbc &gt;&gt; weed is officially legal at midnight tonight if this law doesn't pass doctors and patients,2
4428,n,#Donner16 celebrates forthcoming #marijuana legalization in #Canada #420 #pot <at>DonnerPrize #cdnpoli #dessert https://t.co/ZddYrKyAb3,2
4429,n,<at>irishrygirl And hemp can do wonderful things too. I've never partaken of marijuana but am fully behind legalization. There's just too much evidence of medical benefits. #bigpharmacriminals,6
4430,n,<at>rogerfpetersen Maybe the lack of marijuana knowledge is more a reflection of lack of interest by the average citizen. Legalization is of concern only for a small segment of the population.,6
4431,n,This should be read by anyone interested in legalization in Canada and how the process is unfolding. https://t.co/FiT614yKqL,4
4432,n,":high_voltage:_ ""New federal task force will focus on how to legalize marijuana"" Canada knows what's important https://t.co/RlzYS4frtV",2
4433,n,My latest blog post at <at>forlibertyca. In some ways  marijuana legalization is making the same mistakes as prohibition. It should be about the freedom to choose. #cdnpoli #legalization #marijuana https://t.co/9DelqFSj70,5
4434,n,Electoral reform is yet another broken promise from JT. I bet weed isn't made legal in 2017. Any takers? #Cdnpoli #Polcan #TOpoli #BCpoli,3
4435,n,Secondiak  anticipates provinces will set the legal age for #marijuana to the same as alcohol. #YQL #ForwardYQL,5
4436,n,Y'all only voted for Justin Trudeau cause he's making marijuana legal,1
4437,n,Legal issues to watch in 2016 via <at>nowtoronto: Regulating physician-assisted dying  marijuana legalization and more: https://t.co/mUlyXU7I2G,1
4438,n,I did not hear a single question about legalization of pot at here in at the town hall in #Nanaimo. Funny  you would think in BC that would have been mentioned.,5
4439,n,<at>SenGillibrand <at>EllenPage Watch Canada for how our Marijuana legalization goes. America might want to follow. Once we get that straight we might push for the decriminalization of all drugs. Like Portugal.,6
4440,n,Concerns about accidental child poisonings grow as pot legalization looms https://t.co/huy6bX13Li,3
4441,n,Legalization of marijuana  major crime  hockey and other topics discussed with former #YQL police chief Tom McKenzie https://t.co/Q8hysRuuVw,1
4442,n,<at>womengrow signature networking event w/ cannabis industry leaders MARCH 3 #toronto #mmj #legalization #women #grow https://t.co/IDbfg9VscP,1
4443,n,Kevin O'leary the oppertinity to let us know his views on legalization of marijuana in the Big C https://t.co/g0Qa2wJjHp <at>kevinolearytv,3
4444,n,The Canadian Government will introduce legislation in the Spring of 2017 to legalize and regulate Marihuana in Canada. #Canada #cannabis,2
4445,n,Today  #Migos become the first people EVER to smoke cannabis on the cover of <at>RollingStone magazine. Historic day for legalization! https://t.co/SW0mkZn4XV,5
4446,n,FYI: National Legalization Day! Law and standards apply. Dear PM Towelie  Thank you for removing cannabis sales and service from drug rape  child pornography and adolescent pornography. :dove:_:heart_suit:_ https://t.co/cAV69fFP6m,6
4447,n,Thanks to Medical Students Association reps Rachel Bethune  <at>albert_ and Melissa Pyrch for sharing your ideas on mental health and cannabis legalization #ableg https://t.co/AmJQv51VF0,5
4448,n,Locally  the future is now — On the eve of legalization  Canada's pot frontier goes 'wild  wild west' https://t.co/tCM56bWkCb,6
4449,n,5 Things Medical Marijuana Patients Are Wondering about Legalization https://t.co/U6YhLy5GzV Thank you <at>mverbora ! FYI <at>shecanncannabis,6
4450,n,#High #Victoria  there's still time to #Win BIG today! Spend $40+ and you win a #Free prize on the spot :woman_cartwheeling::man_cartwheeling: Prizes include FREE products or a discount on your purchase! #MMJ #Cannabis #Deals #Win #Prizes #Freebies #Discounts #THC #Medicate #Legalization https://t.co/eF6ckOTADL,6
4451,n,The law says you can grow 4 pot plants  but your condo board can trump that! An important read: https://t.co/IxLdbL8UHJ,6
4452,n,Y'all know that weed will never fully be legal in Canada :loudly_crying_face: we were sold lies,3
4453,n,The Government of Canada will soon legalize Marijuana. I imagine a law forcing our humans to... https://t.co/asaHTBiSvK,4
4454,n,ANALYSIS: legal or not...what does pot do to a young person's brain? https://t.co/0A3YltoBbc,2
4455,n,Check out this interesting perspective from a drug dealer on marijuana legalization. https://t.co/ZdatLrGmVK #TNHS #Cannabis #LegalizeIt,1
4456,n,<at>JodieEmery ... by selling illegal ditch-weed with God-knows-what pesticides in them. No testing/No thanks. Sell legal product and I'll buy.,3
4457,n,Tom Petty beloved American Songwriter and reality great man. His Rick and Roll took Cannabis to legalization. https://t.co/Jy68HKiThv,5
4458,n,<at>Kenvinottawa <at>ottawasuncom <at>fordnation Actually come to think of it... i wouldnt say many marijuana users want to be able to smoke everywhere and anywhere  why ford decided to go these lengths is beyond me. Legalization is more than enough dont know why he had to go this far with it!,6
4459,n,Catch A Fire. https://t.co/kX06DSBXgT,6
4460,n,My dad thinks we should legalize marijuana.. Now I know why people always say your parents are always right.,2
4461,n,John Horgan suggests dispensaries make #BritishColumbia well-positioned for #cannabis legalization via <at>globeandmail https://t.co/di7tfxAknd,5
4462,n,<at>BillTufts <at>WorkingCdns ...and just like that  there goes a big chunk of the tax revenue legal pot was supposed to bring. #ONpoli #CdnPoli,1
4463,n,How will legal pot be sold? Three things that might happen  and one that won't https://t.co/gLYGR7BRx1,3
4464,n,Looks like weed will be legal by Canada Day 2018. How do you think it should be sold? - <at>NikkiOmen https://t.co/JC1DJAIxy2,3
4465,n,Marijuana legalization is taking over QP thisafternoon.,1
4466,n,<at>DSutton1986 <at>Rudy187 <at>TantalusLabs <at>uofg hasn't fully embraced cannabis yet. Maybe a high profile talk could happen post legal. Once sustainability prob gets more attention,5
4467,n,<at>bobbybrown719 <at>susiesmom63 <at>kweb228 Canada will make marijuana legal in 2018. I don't know if <at>BabyLyssaC <at>MrsdogC <at>DogBountyHunter <at>LelandBChapman <at>icEciLy <at>bonniejoc know.,4
4468,n,https://t.co/4fTyJfrvDh It is a woeful understatement to say this facet of the legalization initiative is misguided. #cdnpoli https://t.co/E9WroDOxXB,5
4469,n,What makes you think the dude who gets texted for pot won't continue that illegal revenue stream while opening legal shop? https://t.co/UnHE3El5UC,6
4470,n,<at>DAJHetherington <at>PeterKellyBC Ab. Cons 1 year ago: you can't legalize pot! Ab. Cons today: No Gov't-run retail outlets!,5
4471,n,#cnbc your not getting a lot of positive feedback from your legal weed story.,4
4472,n,Heart cannabis giant red hairs like a chalk line better be legal,5
4473,n,Legalization is coming (eventually) but some communities  like Richmond Hill  north of Toronto  aren't having it https://t.co/12qhTirOzi <at>HaydnWatters https://t.co/zScJlzeplf,5
4474,n,Canada's legal pot market won't be able to meet the staggering demand if legalization happens next year: experts https://t.co/J8LJfyihna,4
4475,n,<at>demoulasse <at>CarymaRules <at>VaporCentral <at>UndergrndComedy Drunks have bars  smokers have the street and home  pedophiles jail  and cannabis consumers have lounges... which should be legal and licensed!,6
4476,n,"Why does the city not have additional expenses if 30 new Starbucks opened up? Don't property and business taxes cover any new business? This is such nonsense! ""Legal weed will cost Calgary up to $12M a year and Nenshi wants feds and province to help pay"" https://t.co/3OjvsErMpQ",5
4477,n,https://t.co/U2VqgM92Gm 'We have two parallel systems: one licensed  and one civilly disobedient ' expert says. https://t.co/HFbIwcJACz,2
4478,n,The red flags ahead of Canada's marijuana legalization /via <at>globeandmail https://t.co/tjjLZ3o7sk,6
4479,n,High on legal marijuana,2
4480,n,Will Justin Trudeau pardon Canadians with marijuana convictions? https://t.co/e5AoElI7Pd,1
4481,n,With legal #pot  Colorado and Washington are winning fight against #blackmarket. Victory only via #medicalization https://t.co/MBEN3r6Ysf,4
4482,n,"<at>jodie emery. More fake news. ""No increase in traffic acci re pot legalization quotes 2peer studies not what CO dept of transport said",4
4483,n,"<at>JoanneBLY <at>cvangeyn Been union member 40 yrs never seen employer pay ""negotiating costs"". Looks like Sandals thinks weed already legal",1
4484,n,I'd think debate to legalize #cannabis; limit a major revenue source of organized crime  standardize & guarantee product content as well as elements of the debate that sanctioned #InjectionSites; reduced loss of life & spread of disease MIGHT be applied to #prostitution. #CDNpoli,5
4485,n,Dispension co-founders sit down with <at>Civilized_Life to talk about legalization  rural cannabis access  and the upcoming World Cannabis Congress in June! https://t.co/bYU2glu48M,6
4486,n,<at>ctvregina Is our society really ready for the consequences of pot legalization? Severe uptick in mental illness in youth as well as impaired driving just for a start. Big mistake just for getting a few people rich .,6
4487,n,<at>CBCNews <at>JustinTrudeau <at>Puglaas Listen 2 this news item & think carefully before U barge ahead with marijuana legalization. STOP it!,1
4488,n,Remember that Cons Health Min. spent millions on ads against legalizing pot? Now she wants Liberals to move faster. https://t.co/A9iODuXq4H,1
4489,n,It a very good thing that cannabis will legal finally. But it will be expensive if the provinces will be able to set the price and tax it https://t.co/cmO55eriNI,3
4490,n,<at>CraigCo62 She was probably up here trying out the pot that will be legal next October. I Never needed drugs nor have used that shit to come up with BS like that,6
4491,n,Throne speech reaffirms Trudeau plan to legalize pot https://t.co/T9vey08wmi,1
4492,n,So much content up here everyone .. We hope you all find this helpful and informative. https://t.co/T1CgBbHJNn,1
4493,n,WHAT HAPPENS WHEN THE WEED IS LEGAL NORTH OF THE WALL!!?? https://t.co/v0KovMAOMK,5
4494,n,<at>co_kmaldonado4 ..if pot becomes legal here in Canada like our new gov promised Ill probably use it...RESPONSIBLY !!!,1
4495,n,i'm the new black market blood charts by colour and Brazilian medication also street penniciline to fix a sezure and white goddess cannabis probably never legal works to get off drugs the program adva Valnal and mexadone,6
4496,n,"#WeSupportYou ""#Cannabis #legalization is not about a date  it's about a process ... We want this process done as seamlessly as possible."" #cdnpoli #polqc #polmtl https://t.co/ZCRlveTt3k",5
4497,n,Legal marijuana deadline may be up in smoke as Tory senators stall bills /via <at>globeandmail https://t.co/9hJUrq4uKZ,5
